Dataset Name,Image Name,Characteristics [Organism],Term Source 1 REF,Characteristics [Organ],Characteristics [Cell Type],Characteristics [Cell Cycle Stage],Term Source 2 REF,Assay Name,Experimental Condition [Antibody Target 1],Experimental Condition [Antibody Target 2],Comment [Gene Identifier 1],Comment [Gene Identifier 2],Comment [Gene Symbol 1],Comment [Gene Symbol 2],Comment [Gene Annotation Comments],Image File,Comment [Image File Path],Comment [Image File Comments],Comment [Image File Type],Channels,Processed Data File
Wild Type,WT_2.8.19_plant17_slide2_image7,Arabidopsis thaliana,NCBITaxon,Anther,Meiocyte,Pachytene,EFO,Wild Type,HEI10,ZYP1,AT1G53490,AT1G22260/AT1G22275,HEI10,ZYP1A/ZYP1B,Gene Identifiers and symbols from Ensembl Plants release 50 - Feb 2021,WT_2.8.19_plant17_slide2_image7,WT/WT_2.8.19_plant17_slide2_image7,Image folder contains one multichannel z-stack 3D-SIM image file ('composite') and 5 traved bivalent skeleton paths,3D-SIM reconstruction,405:DAPI; 488:ZYP1; 555:HEI10,idr0000-experimentB-processed.txt
Wild Type (segmentation),WT_2.8.19_plant17_slide2_image7_Path15.tif,Arabidopsis thaliana,NCBITaxon,Anther,Meiocyte,Pachytene,EFO,Wild Type,HEI10,ZYP1,AT1G53490,AT1G22260/AT1G22275,HEI10,ZYP1A/ZYP1B,Gene Identifiers and symbols from Ensembl Plants release 50 - Feb 2021,WT_2.8.19_plant17_slide2_image7,WT/WT_2.8.19_plant17_slide2_image7,Image folder contains one multichannel z-stack 3D-SIM image file ('composite') and 5 traved bivalent skeleton paths,3D-SIM reconstruction,405:DAPI; 488:ZYP1; 555:HEI10,idr0000-experimentB-processed.txt
Wild Type (segmentation),WT_2.8.19_plant17_slide2_image7_Path21.tif,Arabidopsis thaliana,NCBITaxon,Anther,Meiocyte,Pachytene,EFO,Wild Type,HEI10,ZYP1,AT1G53490,AT1G22260/AT1G22275,HEI10,ZYP1A/ZYP1B,Gene Identifiers and symbols from Ensembl Plants release 50 - Feb 2021,WT_2.8.19_plant17_slide2_image7,WT/WT_2.8.19_plant17_slide2_image7,Image folder contains one multichannel z-stack 3D-SIM image file ('composite') and 5 traved bivalent skeleton paths,3D-SIM reconstruction,405:DAPI; 488:ZYP1; 555:HEI10,idr0000-experimentB-processed.txt
Wild Type (segmentation),WT_2.8.19_plant17_slide2_image7_Path22.tif,Arabidopsis thaliana,NCBITaxon,Anther,Meiocyte,Pachytene,EFO,Wild Type,HEI10,ZYP1,AT1G53490,AT1G22260/AT1G22275,HEI10,ZYP1A/ZYP1B,Gene Identifiers and symbols from Ensembl Plants release 50 - Feb 2021,WT_2.8.19_plant17_slide2_image7,WT/WT_2.8.19_plant17_slide2_image7,Image folder contains one multichannel z-stack 3D-SIM image file ('composite') and 5 traved bivalent skeleton paths,3D-SIM reconstruction,405:DAPI; 488:ZYP1; 555:HEI10,idr0000-experimentB-processed.txt
Wild Type (segmentation),WT_2.8.19_plant17_slide2_image7_Path23.tif,Arabidopsis thaliana,NCBITaxon,Anther,Meiocyte,Pachytene,EFO,Wild Type,HEI10,ZYP1,AT1G53490,AT1G22260/AT1G22275,HEI10,ZYP1A/ZYP1B,Gene Identifiers and symbols from Ensembl Plants release 50 - Feb 2021,WT_2.8.19_plant17_slide2_image7,WT/WT_2.8.19_plant17_slide2_image7,Image folder contains one multichannel z-stack 3D-SIM image file ('composite') and 5 traved bivalent skeleton paths,3D-SIM reconstruction,405:DAPI; 488:ZYP1; 555:HEI10,idr0000-experimentB-processed.txt
Wild Type (segmentation),WT_2.8.19_plant17_slide2_image7_Path24.tif,Arabidopsis thaliana,NCBITaxon,Anther,Meiocyte,Pachytene,EFO,Wild Type,HEI10,ZYP1,AT1G53490,AT1G22260/AT1G22275,HEI10,ZYP1A/ZYP1B,Gene Identifiers and symbols from Ensembl Plants release 50 - Feb 2021,WT_2.8.19_plant17_slide2_image7,WT/WT_2.8.19_plant17_slide2_image7,Image folder contains one multichannel z-stack 3D-SIM image file ('composite') and 5 traved bivalent skeleton paths,3D-SIM reconstruction,405:DAPI; 488:ZYP1; 555:HEI10,idr0000-experimentB-processed.txt
Wild Type (segmentation),WT_2.8.19_plant17_slide2_image7_Path25.tif,Arabidopsis thaliana,NCBITaxon,Anther,Meiocyte,Pachytene,EFO,Wild Type,HEI10,ZYP1,AT1G53490,AT1G22260/AT1G22275,HEI10,ZYP1A/ZYP1B,Gene Identifiers and symbols from Ensembl Plants release 50 - Feb 2021,WT_2.8.19_plant17_slide2_image7,WT/WT_2.8.19_plant17_slide2_image7,Image folder contains one multichannel z-stack 3D-SIM image file ('composite') and 5 traved bivalent skeleton paths,3D-SIM reconstruction,405:DAPI; 488:ZYP1; 555:HEI10,idr0000-experimentB-processed.txt
Wild Type (segmentation),WT_2.8.19_plant17_slide2_image7_Path31.tif,Arabidopsis thaliana,NCBITaxon,Anther,Meiocyte,Pachytene,EFO,Wild Type,HEI10,ZYP1,AT1G53490,AT1G22260/AT1G22275,HEI10,ZYP1A/ZYP1B,Gene Identifiers and symbols from Ensembl Plants release 50 - Feb 2021,WT_2.8.19_plant17_slide2_image7,WT/WT_2.8.19_plant17_slide2_image7,Image folder contains one multichannel z-stack 3D-SIM image file ('composite') and 5 traved bivalent skeleton paths,3D-SIM reconstruction,405:DAPI; 488:ZYP1; 555:HEI10,idr0000-experimentB-processed.txt
Wild Type (segmentation),WT_2.8.19_plant17_slide2_image7_Path32.tif,Arabidopsis thaliana,NCBITaxon,Anther,Meiocyte,Pachytene,EFO,Wild Type,HEI10,ZYP1,AT1G53490,AT1G22260/AT1G22275,HEI10,ZYP1A/ZYP1B,Gene Identifiers and symbols from Ensembl Plants release 50 - Feb 2021,WT_2.8.19_plant17_slide2_image7,WT/WT_2.8.19_plant17_slide2_image7,Image folder contains one multichannel z-stack 3D-SIM image file ('composite') and 5 traved bivalent skeleton paths,3D-SIM reconstruction,405:DAPI; 488:ZYP1; 555:HEI10,idr0000-experimentB-processed.txt
Wild Type (segmentation),WT_2.8.19_plant17_slide2_image7_Path33.tif,Arabidopsis thaliana,NCBITaxon,Anther,Meiocyte,Pachytene,EFO,Wild Type,HEI10,ZYP1,AT1G53490,AT1G22260/AT1G22275,HEI10,ZYP1A/ZYP1B,Gene Identifiers and symbols from Ensembl Plants release 50 - Feb 2021,WT_2.8.19_plant17_slide2_image7,WT/WT_2.8.19_plant17_slide2_image7,Image folder contains one multichannel z-stack 3D-SIM image file ('composite') and 5 traved bivalent skeleton paths,3D-SIM reconstruction,405:DAPI; 488:ZYP1; 555:HEI10,idr0000-experimentB-processed.txt
Wild Type (segmentation),WT_2.8.19_plant17_slide2_image7_Path34.tif,Arabidopsis thaliana,NCBITaxon,Anther,Meiocyte,Pachytene,EFO,Wild Type,HEI10,ZYP1,AT1G53490,AT1G22260/AT1G22275,HEI10,ZYP1A/ZYP1B,Gene Identifiers and symbols from Ensembl Plants release 50 - Feb 2021,WT_2.8.19_plant17_slide2_image7,WT/WT_2.8.19_plant17_slide2_image7,Image folder contains one multichannel z-stack 3D-SIM image file ('composite') and 5 traved bivalent skeleton paths,3D-SIM reconstruction,405:DAPI; 488:ZYP1; 555:HEI10,idr0000-experimentB-processed.txt
Wild Type (segmentation),WT_2.8.19_plant17_slide2_image7_Path35.tif,Arabidopsis thaliana,NCBITaxon,Anther,Meiocyte,Pachytene,EFO,Wild Type,HEI10,ZYP1,AT1G53490,AT1G22260/AT1G22275,HEI10,ZYP1A/ZYP1B,Gene Identifiers and symbols from Ensembl Plants release 50 - Feb 2021,WT_2.8.19_plant17_slide2_image7,WT/WT_2.8.19_plant17_slide2_image7,Image folder contains one multichannel z-stack 3D-SIM image file ('composite') and 5 traved bivalent skeleton paths,3D-SIM reconstruction,405:DAPI; 488:ZYP1; 555:HEI10,idr0000-experimentB-processed.txt
Wild Type (segmentation),WT_2.8.19_plant17_slide2_image8_Path11.tif,Arabidopsis thaliana,NCBITaxon,Anther,Meiocyte,Pachytene,EFO,Wild Type,HEI10,ZYP1,AT1G53490,AT1G22260/AT1G22275,HEI10,ZYP1A/ZYP1B,Gene Identifiers and symbols from Ensembl Plants release 50 - Feb 2021,WT_2.8.19_plant17_slide2_image8,WT/WT_2.8.19_plant17_slide2_image8,Image folder contains one multichannel z-stack 3D-SIM image file ('composite') and 5 traved bivalent skeleton paths,3D-SIM reconstruction,405:DAPI; 488:ZYP1; 555:HEI10,idr0000-experimentB-processed.txt
Wild Type (segmentation),WT_2.8.19_plant17_slide2_image8_Path12.tif,Arabidopsis thaliana,NCBITaxon,Anther,Meiocyte,Pachytene,EFO,Wild Type,HEI10,ZYP1,AT1G53490,AT1G22260/AT1G22275,HEI10,ZYP1A/ZYP1B,Gene Identifiers and symbols from Ensembl Plants release 50 - Feb 2021,WT_2.8.19_plant17_slide2_image8,WT/WT_2.8.19_plant17_slide2_image8,Image folder contains one multichannel z-stack 3D-SIM image file ('composite') and 5 traved bivalent skeleton paths,3D-SIM reconstruction,405:DAPI; 488:ZYP1; 555:HEI10,idr0000-experimentB-processed.txt
Wild Type (segmentation),WT_2.8.19_plant17_slide2_image8_Path13.tif,Arabidopsis thaliana,NCBITaxon,Anther,Meiocyte,Pachytene,EFO,Wild Type,HEI10,ZYP1,AT1G53490,AT1G22260/AT1G22275,HEI10,ZYP1A/ZYP1B,Gene Identifiers and symbols from Ensembl Plants release 50 - Feb 2021,WT_2.8.19_plant17_slide2_image8,WT/WT_2.8.19_plant17_slide2_image8,Image folder contains one multichannel z-stack 3D-SIM image file ('composite') and 5 traved bivalent skeleton paths,3D-SIM reconstruction,405:DAPI; 488:ZYP1; 555:HEI10,idr0000-experimentB-processed.txt
Wild Type (segmentation),WT_2.8.19_plant17_slide2_image8_Path14.tif,Arabidopsis thaliana,NCBITaxon,Anther,Meiocyte,Pachytene,EFO,Wild Type,HEI10,ZYP1,AT1G53490,AT1G22260/AT1G22275,HEI10,ZYP1A/ZYP1B,Gene Identifiers and symbols from Ensembl Plants release 50 - Feb 2021,WT_2.8.19_plant17_slide2_image8,WT/WT_2.8.19_plant17_slide2_image8,Image folder contains one multichannel z-stack 3D-SIM image file ('composite') and 5 traved bivalent skeleton paths,3D-SIM reconstruction,405:DAPI; 488:ZYP1; 555:HEI10,idr0000-experimentB-processed.txt
Wild Type (segmentation),WT_2.8.19_plant17_slide2_image8_Path15.tif,Arabidopsis thaliana,NCBITaxon,Anther,Meiocyte,Pachytene,EFO,Wild Type,HEI10,ZYP1,AT1G53490,AT1G22260/AT1G22275,HEI10,ZYP1A/ZYP1B,Gene Identifiers and symbols from Ensembl Plants release 50 - Feb 2021,WT_2.8.19_plant17_slide2_image8,WT/WT_2.8.19_plant17_slide2_image8,Image folder contains one multichannel z-stack 3D-SIM image file ('composite') and 5 traved bivalent skeleton paths,3D-SIM reconstruction,405:DAPI; 488:ZYP1; 555:HEI10,idr0000-experimentB-processed.txt
Wild Type (segmentation),WT_2.8.19_plant17_slide2_image8_Path21.tif,Arabidopsis thaliana,NCBITaxon,Anther,Meiocyte,Pachytene,EFO,Wild Type,HEI10,ZYP1,AT1G53490,AT1G22260/AT1G22275,HEI10,ZYP1A/ZYP1B,Gene Identifiers and symbols from Ensembl Plants release 50 - Feb 2021,WT_2.8.19_plant17_slide2_image8,WT/WT_2.8.19_plant17_slide2_image8,Image folder contains one multichannel z-stack 3D-SIM image file ('composite') and 5 traved bivalent skeleton paths,3D-SIM reconstruction,405:DAPI; 488:ZYP1; 555:HEI10,idr0000-experimentB-processed.txt
Wild Type (segmentation),WT_2.8.19_plant17_slide2_image8_Path22.tif,Arabidopsis thaliana,NCBITaxon,Anther,Meiocyte,Pachytene,EFO,Wild Type,HEI10,ZYP1,AT1G53490,AT1G22260/AT1G22275,HEI10,ZYP1A/ZYP1B,Gene Identifiers and symbols from Ensembl Plants release 50 - Feb 2021,WT_2.8.19_plant17_slide2_image8,WT/WT_2.8.19_plant17_slide2_image8,Image folder contains one multichannel z-stack 3D-SIM image file ('composite') and 5 traved bivalent skeleton paths,3D-SIM reconstruction,405:DAPI; 488:ZYP1; 555:HEI10,idr0000-experimentB-processed.txt
Wild Type (segmentation),WT_2.8.19_plant17_slide2_image8_Path23.tif,Arabidopsis thaliana,NCBITaxon,Anther,Meiocyte,Pachytene,EFO,Wild Type,HEI10,ZYP1,AT1G53490,AT1G22260/AT1G22275,HEI10,ZYP1A/ZYP1B,Gene Identifiers and symbols from Ensembl Plants release 50 - Feb 2021,WT_2.8.19_plant17_slide2_image8,WT/WT_2.8.19_plant17_slide2_image8,Image folder contains one multichannel z-stack 3D-SIM image file ('composite') and 5 traved bivalent skeleton paths,3D-SIM reconstruction,405:DAPI; 488:ZYP1; 555:HEI10,idr0000-experimentB-processed.txt
Wild Type (segmentation),WT_2.8.19_plant17_slide2_image8_Path24.tif,Arabidopsis thaliana,NCBITaxon,Anther,Meiocyte,Pachytene,EFO,Wild Type,HEI10,ZYP1,AT1G53490,AT1G22260/AT1G22275,HEI10,ZYP1A/ZYP1B,Gene Identifiers and symbols from Ensembl Plants release 50 - Feb 2021,WT_2.8.19_plant17_slide2_image8,WT/WT_2.8.19_plant17_slide2_image8,Image folder contains one multichannel z-stack 3D-SIM image file ('composite') and 5 traved bivalent skeleton paths,3D-SIM reconstruction,405:DAPI; 488:ZYP1; 555:HEI10,idr0000-experimentB-processed.txt
Wild Type (segmentation),WT_2.8.19_plant17_slide2_image8_Path25.tif,Arabidopsis thaliana,NCBITaxon,Anther,Meiocyte,Pachytene,EFO,Wild Type,HEI10,ZYP1,AT1G53490,AT1G22260/AT1G22275,HEI10,ZYP1A/ZYP1B,Gene Identifiers and symbols from Ensembl Plants release 50 - Feb 2021,WT_2.8.19_plant17_slide2_image8,WT/WT_2.8.19_plant17_slide2_image8,Image folder contains one multichannel z-stack 3D-SIM image file ('composite') and 5 traved bivalent skeleton paths,3D-SIM reconstruction,405:DAPI; 488:ZYP1; 555:HEI10,idr0000-experimentB-processed.txt
Wild Type (segmentation),WT_2.8.19_plant17_slide2_image8_Path31.tif,Arabidopsis thaliana,NCBITaxon,Anther,Meiocyte,Pachytene,EFO,Wild Type,HEI10,ZYP1,AT1G53490,AT1G22260/AT1G22275,HEI10,ZYP1A/ZYP1B,Gene Identifiers and symbols from Ensembl Plants release 50 - Feb 2021,WT_2.8.19_plant17_slide2_image8,WT/WT_2.8.19_plant17_slide2_image8,Image folder contains one multichannel z-stack 3D-SIM image file ('composite') and 5 traved bivalent skeleton paths,3D-SIM reconstruction,405:DAPI; 488:ZYP1; 555:HEI10,idr0000-experimentB-processed.txt
Wild Type (segmentation),WT_2.8.19_plant17_slide2_image8_Path32.tif,Arabidopsis thaliana,NCBITaxon,Anther,Meiocyte,Pachytene,EFO,Wild Type,HEI10,ZYP1,AT1G53490,AT1G22260/AT1G22275,HEI10,ZYP1A/ZYP1B,Gene Identifiers and symbols from Ensembl Plants release 50 - Feb 2021,WT_2.8.19_plant17_slide2_image8,WT/WT_2.8.19_plant17_slide2_image8,Image folder contains one multichannel z-stack 3D-SIM image file ('composite') and 5 traved bivalent skeleton paths,3D-SIM reconstruction,405:DAPI; 488:ZYP1; 555:HEI10,idr0000-experimentB-processed.txt
Wild Type (segmentation),WT_2.8.19_plant17_slide2_image8_Path33.tif,Arabidopsis thaliana,NCBITaxon,Anther,Meiocyte,Pachytene,EFO,Wild Type,HEI10,ZYP1,AT1G53490,AT1G22260/AT1G22275,HEI10,ZYP1A/ZYP1B,Gene Identifiers and symbols from Ensembl Plants release 50 - Feb 2021,WT_2.8.19_plant17_slide2_image8,WT/WT_2.8.19_plant17_slide2_image8,Image folder contains one multichannel z-stack 3D-SIM image file ('composite') and 5 traved bivalent skeleton paths,3D-SIM reconstruction,405:DAPI; 488:ZYP1; 555:HEI10,idr0000-experimentB-processed.txt
Wild Type (segmentation),WT_2.8.19_plant17_slide2_image8_Path34.tif,Arabidopsis thaliana,NCBITaxon,Anther,Meiocyte,Pachytene,EFO,Wild Type,HEI10,ZYP1,AT1G53490,AT1G22260/AT1G22275,HEI10,ZYP1A/ZYP1B,Gene Identifiers and symbols from Ensembl Plants release 50 - Feb 2021,WT_2.8.19_plant17_slide2_image8,WT/WT_2.8.19_plant17_slide2_image8,Image folder contains one multichannel z-stack 3D-SIM image file ('composite') and 5 traved bivalent skeleton paths,3D-SIM reconstruction,405:DAPI; 488:ZYP1; 555:HEI10,idr0000-experimentB-processed.txt
Wild Type (segmentation),WT_2.8.19_plant17_slide2_image8_Path35.tif,Arabidopsis thaliana,NCBITaxon,Anther,Meiocyte,Pachytene,EFO,Wild Type,HEI10,ZYP1,AT1G53490,AT1G22260/AT1G22275,HEI10,ZYP1A/ZYP1B,Gene Identifiers and symbols from Ensembl Plants release 50 - Feb 2021,WT_2.8.19_plant17_slide2_image8,WT/WT_2.8.19_plant17_slide2_image8,Image folder contains one multichannel z-stack 3D-SIM image file ('composite') and 5 traved bivalent skeleton paths,3D-SIM reconstruction,405:DAPI; 488:ZYP1; 555:HEI10,idr0000-experimentB-processed.txt
Wild Type (segmentation),WT_5.12.19_plant11_slide1_image10_Path1.tif,Arabidopsis thaliana,NCBITaxon,Anther,Meiocyte,Pachytene,EFO,Wild Type,HEI10,ZYP1,AT1G53490,AT1G22260/AT1G22275,HEI10,ZYP1A/ZYP1B,Gene Identifiers and symbols from Ensembl Plants release 50 - Feb 2021,WT_5.12.19_plant11_slide1_image10,WT/WT_5.12.19_plant11_slide1_image10,Image folder contains one multichannel z-stack 3D-SIM image file ('composite') and 5 traved bivalent skeleton paths,3D-SIM reconstruction,405:DAPI; 488:ZYP1; 555:HEI10,idr0000-experimentB-processed.txt
Wild Type (segmentation),WT_5.12.19_plant11_slide1_image10_Path2.tif,Arabidopsis thaliana,NCBITaxon,Anther,Meiocyte,Pachytene,EFO,Wild Type,HEI10,ZYP1,AT1G53490,AT1G22260/AT1G22275,HEI10,ZYP1A/ZYP1B,Gene Identifiers and symbols from Ensembl Plants release 50 - Feb 2021,WT_5.12.19_plant11_slide1_image10,WT/WT_5.12.19_plant11_slide1_image10,Image folder contains one multichannel z-stack 3D-SIM image file ('composite') and 5 traved bivalent skeleton paths,3D-SIM reconstruction,405:DAPI; 488:ZYP1; 555:HEI10,idr0000-experimentB-processed.txt
Wild Type (segmentation),WT_5.12.19_plant11_slide1_image10_Path3.tif,Arabidopsis thaliana,NCBITaxon,Anther,Meiocyte,Pachytene,EFO,Wild Type,HEI10,ZYP1,AT1G53490,AT1G22260/AT1G22275,HEI10,ZYP1A/ZYP1B,Gene Identifiers and symbols from Ensembl Plants release 50 - Feb 2021,WT_5.12.19_plant11_slide1_image10,WT/WT_5.12.19_plant11_slide1_image10,Image folder contains one multichannel z-stack 3D-SIM image file ('composite') and 5 traved bivalent skeleton paths,3D-SIM reconstruction,405:DAPI; 488:ZYP1; 555:HEI10,idr0000-experimentB-processed.txt
Wild Type (segmentation),WT_5.12.19_plant11_slide1_image10_Path4.tif,Arabidopsis thaliana,NCBITaxon,Anther,Meiocyte,Pachytene,EFO,Wild Type,HEI10,ZYP1,AT1G53490,AT1G22260/AT1G22275,HEI10,ZYP1A/ZYP1B,Gene Identifiers and symbols from Ensembl Plants release 50 - Feb 2021,WT_5.12.19_plant11_slide1_image10,WT/WT_5.12.19_plant11_slide1_image10,Image folder contains one multichannel z-stack 3D-SIM image file ('composite') and 5 traved bivalent skeleton paths,3D-SIM reconstruction,405:DAPI; 488:ZYP1; 555:HEI10,idr0000-experimentB-processed.txt
Wild Type (segmentation),WT_5.12.19_plant11_slide1_image10_Path5.tif,Arabidopsis thaliana,NCBITaxon,Anther,Meiocyte,Pachytene,EFO,Wild Type,HEI10,ZYP1,AT1G53490,AT1G22260/AT1G22275,HEI10,ZYP1A/ZYP1B,Gene Identifiers and symbols from Ensembl Plants release 50 - Feb 2021,WT_5.12.19_plant11_slide1_image10,WT/WT_5.12.19_plant11_slide1_image10,Image folder contains one multichannel z-stack 3D-SIM image file ('composite') and 5 traved bivalent skeleton paths,3D-SIM reconstruction,405:DAPI; 488:ZYP1; 555:HEI10,idr0000-experimentB-processed.txt
Wild Type (segmentation),WT_5.12.19_plant11_slide1_image11_Path1.tif,Arabidopsis thaliana,NCBITaxon,Anther,Meiocyte,Pachytene,EFO,Wild Type,HEI10,ZYP1,AT1G53490,AT1G22260/AT1G22275,HEI10,ZYP1A/ZYP1B,Gene Identifiers and symbols from Ensembl Plants release 50 - Feb 2021,WT_5.12.19_plant11_slide1_image11,WT/WT_5.12.19_plant11_slide1_image11,Image folder contains one multichannel z-stack 3D-SIM image file ('composite') and 5 traved bivalent skeleton paths,3D-SIM reconstruction,405:DAPI; 488:ZYP1; 555:HEI10,idr0000-experimentB-processed.txt
Wild Type (segmentation),WT_5.12.19_plant11_slide1_image11_Path2.tif,Arabidopsis thaliana,NCBITaxon,Anther,Meiocyte,Pachytene,EFO,Wild Type,HEI10,ZYP1,AT1G53490,AT1G22260/AT1G22275,HEI10,ZYP1A/ZYP1B,Gene Identifiers and symbols from Ensembl Plants release 50 - Feb 2021,WT_5.12.19_plant11_slide1_image11,WT/WT_5.12.19_plant11_slide1_image11,Image folder contains one multichannel z-stack 3D-SIM image file ('composite') and 5 traved bivalent skeleton paths,3D-SIM reconstruction,405:DAPI; 488:ZYP1; 555:HEI10,idr0000-experimentB-processed.txt
Wild Type (segmentation),WT_5.12.19_plant11_slide1_image11_Path3.tif,Arabidopsis thaliana,NCBITaxon,Anther,Meiocyte,Pachytene,EFO,Wild Type,HEI10,ZYP1,AT1G53490,AT1G22260/AT1G22275,HEI10,ZYP1A/ZYP1B,Gene Identifiers and symbols from Ensembl Plants release 50 - Feb 2021,WT_5.12.19_plant11_slide1_image11,WT/WT_5.12.19_plant11_slide1_image11,Image folder contains one multichannel z-stack 3D-SIM image file ('composite') and 5 traved bivalent skeleton paths,3D-SIM reconstruction,405:DAPI; 488:ZYP1; 555:HEI10,idr0000-experimentB-processed.txt
Wild Type (segmentation),WT_5.12.19_plant11_slide1_image11_Path4.tif,Arabidopsis thaliana,NCBITaxon,Anther,Meiocyte,Pachytene,EFO,Wild Type,HEI10,ZYP1,AT1G53490,AT1G22260/AT1G22275,HEI10,ZYP1A/ZYP1B,Gene Identifiers and symbols from Ensembl Plants release 50 - Feb 2021,WT_5.12.19_plant11_slide1_image11,WT/WT_5.12.19_plant11_slide1_image11,Image folder contains one multichannel z-stack 3D-SIM image file ('composite') and 5 traved bivalent skeleton paths,3D-SIM reconstruction,405:DAPI; 488:ZYP1; 555:HEI10,idr0000-experimentB-processed.txt
Wild Type (segmentation),WT_5.12.19_plant11_slide1_image11_Path5.tif,Arabidopsis thaliana,NCBITaxon,Anther,Meiocyte,Pachytene,EFO,Wild Type,HEI10,ZYP1,AT1G53490,AT1G22260/AT1G22275,HEI10,ZYP1A/ZYP1B,Gene Identifiers and symbols from Ensembl Plants release 50 - Feb 2021,WT_5.12.19_plant11_slide1_image11,WT/WT_5.12.19_plant11_slide1_image11,Image folder contains one multichannel z-stack 3D-SIM image file ('composite') and 5 traved bivalent skeleton paths,3D-SIM reconstruction,405:DAPI; 488:ZYP1; 555:HEI10,idr0000-experimentB-processed.txt
Wild Type (segmentation),WT_5.12.19_plant11_slide1_image13_Path1.tif,Arabidopsis thaliana,NCBITaxon,Anther,Meiocyte,Pachytene,EFO,Wild Type,HEI10,ZYP1,AT1G53490,AT1G22260/AT1G22275,HEI10,ZYP1A/ZYP1B,Gene Identifiers and symbols from Ensembl Plants release 50 - Feb 2021,WT_5.12.19_plant11_slide1_image13,WT/WT_5.12.19_plant11_slide1_image13,Image folder contains one multichannel z-stack 3D-SIM image file ('composite') and 5 traved bivalent skeleton paths,3D-SIM reconstruction,405:DAPI; 488:ZYP1; 555:HEI10,idr0000-experimentB-processed.txt
Wild Type (segmentation),WT_5.12.19_plant11_slide1_image13_Path2.tif,Arabidopsis thaliana,NCBITaxon,Anther,Meiocyte,Pachytene,EFO,Wild Type,HEI10,ZYP1,AT1G53490,AT1G22260/AT1G22275,HEI10,ZYP1A/ZYP1B,Gene Identifiers and symbols from Ensembl Plants release 50 - Feb 2021,WT_5.12.19_plant11_slide1_image13,WT/WT_5.12.19_plant11_slide1_image13,Image folder contains one multichannel z-stack 3D-SIM image file ('composite') and 5 traved bivalent skeleton paths,3D-SIM reconstruction,405:DAPI; 488:ZYP1; 555:HEI10,idr0000-experimentB-processed.txt
Wild Type (segmentation),WT_5.12.19_plant11_slide1_image13_Path3.tif,Arabidopsis thaliana,NCBITaxon,Anther,Meiocyte,Pachytene,EFO,Wild Type,HEI10,ZYP1,AT1G53490,AT1G22260/AT1G22275,HEI10,ZYP1A/ZYP1B,Gene Identifiers and symbols from Ensembl Plants release 50 - Feb 2021,WT_5.12.19_plant11_slide1_image13,WT/WT_5.12.19_plant11_slide1_image13,Image folder contains one multichannel z-stack 3D-SIM image file ('composite') and 5 traved bivalent skeleton paths,3D-SIM reconstruction,405:DAPI; 488:ZYP1; 555:HEI10,idr0000-experimentB-processed.txt
Wild Type (segmentation),WT_5.12.19_plant11_slide1_image13_Path4.tif,Arabidopsis thaliana,NCBITaxon,Anther,Meiocyte,Pachytene,EFO,Wild Type,HEI10,ZYP1,AT1G53490,AT1G22260/AT1G22275,HEI10,ZYP1A/ZYP1B,Gene Identifiers and symbols from Ensembl Plants release 50 - Feb 2021,WT_5.12.19_plant11_slide1_image13,WT/WT_5.12.19_plant11_slide1_image13,Image folder contains one multichannel z-stack 3D-SIM image file ('composite') and 5 traved bivalent skeleton paths,3D-SIM reconstruction,405:DAPI; 488:ZYP1; 555:HEI10,idr0000-experimentB-processed.txt
Wild Type (segmentation),WT_5.12.19_plant11_slide1_image13_Path5.tif,Arabidopsis thaliana,NCBITaxon,Anther,Meiocyte,Pachytene,EFO,Wild Type,HEI10,ZYP1,AT1G53490,AT1G22260/AT1G22275,HEI10,ZYP1A/ZYP1B,Gene Identifiers and symbols from Ensembl Plants release 50 - Feb 2021,WT_5.12.19_plant11_slide1_image13,WT/WT_5.12.19_plant11_slide1_image13,Image folder contains one multichannel z-stack 3D-SIM image file ('composite') and 5 traved bivalent skeleton paths,3D-SIM reconstruction,405:DAPI; 488:ZYP1; 555:HEI10,idr0000-experimentB-processed.txt
